Date,King,Pierce,Snohomish,Yakima,Adams,Asotin,Benton,Chelan,Clallam,Clark,Columbia,Cowlitz,Douglas,Ferry,Franklin,Garfield,Grant,Grays_Harbor,Island,Jefferson,Kitsap,Kittitas,Klickitat,Lewis,Lincoln,Mason,Okanogan,Pacific,Pend_Oreille,San_Juan,Skagit,Skamania,Spokane,Stevens,Thurston,Wahkiakum,Walla_Walla,Whatcom,Whitman,Unassigned
28-Mar,2161,288,1068,95,7,0,101,14,6,68,1,13,5,1,32,0,50,1,95,14,56,7,7,10,1,2,3,0,0,3,101,1,136,3,36,0,6,111,6,387
29-Mar,2235,307,1104,101,10,0,82,15,7,80,1,14,5,1,27,0,51,2,105,14,65,7,8,10,1,4,3,0,0,4,111,1,126,3,37,0,5,120,7,389
30-Mar,2366,334,1162,154,12,0,103,16,7,85,1,15,5,1,35,0,61,2,106,15,72,7,8,10,1,5,3,0,0,4,116,1,135,4,40,0,6,123,8,492
31-Mar,2468,352,1221,195,15,0,108,17,7,99,1,16,6,1,37,0,66,2,106,17,77,7,8,10,1,5,3,0,0,4,129,1,145,4,46,0,7,123,8,672
1-Apr,2609,368,1266,216,20,0,133,18,7,112,1,16,6,1,43,0,68,2,114,19,85,9,8,12,1,10,4,0,0,5,148,1,167,5,49,0,8,124,10,920
2-Apr,2711,433,1317,238,20,1,136,19,7,122,1,17,7,1,45,0,68,3,119,19,92,9,8,12,1,11,4,0,1,6,150,1,177,5,52,0,8,127,10,1008
3-Apr,2865,493,1398,281,23,2,147,22,7,131,1,17,10,1,49,0,74,3,121,20,95,9,8,12,1,12,7,0,1,7,158,1,188,5,57,1,9,129,10,1216
4-Apr,3158,536,1486,316,26,3,166,28,8,145,1,17,10,1,59,0,82,6,132,22,102,11,8,16,1,14,9,0,1,9,159,1,199,5,62,2,12,142,11,1018
5-Apr,3295,590,1522,346,26,4,172,29,8,154,1,17,10,1,64,0,85,6,133,25,108,12,10,16,1,15,9,0,1,9,162,2,203,5,66,2,14,183,12,1066
6-Apr,3460,644,1596,377,29,4,179,32,8,161,1,20,10,1,75,0,90,6,143,27,118,13,11,16,1,17,10,0,1,11,165,2,209,5,74,2,15,222,12,915
7-Apr,3668,759,1651,394,30,4,190,35,10,186,1,20,12,1,76,0,95,7,149,27,117,15,11,17,1,17,12,0,1,12,169,2,220,6,77,2,17,236,12,838
8-Apr,3884,808,1702,427,30,4,215,41,11,194,1,21,13,1,93,0,99,7,151,28,122,13,11,18,1,18,12,0,1,12,173,2,230,6,81,2,16,240,12,908
9-Apr,4047,831,1743,447,30,4,234,44,11,208,1,21,16,1,107,0,100,8,154,28,128,13,12,18,1,18,14,1,1,12,174,2,245,6,80,2,18,247,12,848
10-Apr,4241,884,1798,496,36,5,246,52,12,217,1,22,16,1,112,0,111,11,154,28,129,13,12,17,2,19,15,1,1,13,173,3,247,6,81,2,20,252,11,764
11-Apr,4422,898,1844,538,37,5,250,54,12,217,1,23,18,1,120,0,115,11,156,28,129,13,14,17,2,19,14,1,1,13,176,3,260,7,81,2,21,258,11,619
12-Apr,4517,931,1876,573,39,6,261,59,12,221,1,24,20,1,129,0,121,11,156,28,128,14,14,17,2,19,15,1,1,13,195,3,266,7,81,2,21,258,11,484
13-Apr,4612,963,1916,614,39,6,265,59,12,229,1,24,29,1,138,0,121,11,157,28,131,14,14,19,2,19,15,1,1,13,198,3,270,7,82,2,23,261,11,383
14-Apr,4676,988,1972,627,39,8,272,58,13,232,1,25,34,1,142,0,121,12,159,28,131,14,14,19,2,20,15,1,1,13,207,3,274,7,81,2,24,263,11,273
15-Apr,4796,1016,2020,667,39,10,284,62,15,242,1,26,32,1,156,0,128,12,158,28,132,14,16,19,2,21,14,1,1,13,213,3,282,7,86,2,26,262,11,334
16-Apr,4865,1031,2032,692,40,11,293,64,14,246,1,27,30,1,167,0,132,12,157,28,133,14,16,19,2,22,14,1,2,15,222,3,290,7,89,2,26,269,12,444
17-Apr,5024,1074,2060,748,40,12,304,65,14,264,1,29,31,1,177,0,137,12,157,29,136,14,16,20,2,22,14,1,2,15,230,3,298,8,92,2,27,273,12,436
18-Apr,5135,1109,2101,771,41,12,314,71,14,266,1,29,32,1,187,0,141,12,157,28,138,14,16,21,2,22,14,2,2,15,238,3,302,8,94,2,28,275,13,159
19-Apr,5259,1127,2125,805,43,13,334,77,14,275,1,30,59,1,198,0,142,12,158,28,138,14,16,21,2,22,14,3,2,14,252,3,308,8,94,2,31,276,13,151
20-Apr,5360,1148,2152,840,44,14,338,78,14,281,1,34,61,1,207,0,141,12,161,28,140,14,16,21,2,22,14,3,2,14,255,3,311,8,94,2,34,277,13,122
21-Apr,5427,1176,2188,851,43,14,348,87,14,284,1,35,61,1,212,0,144,12,160,28,140,14,16,22,2,22,16,3,2,14,271,3,317,8,95,2,35,280,13,133
22-Apr,5532,1192,2216,879,45,16,365,88,14,291,1,35,63,1,233,0,146,12,160,28,144,14,16,22,2,22,16,4,2,14,280,3,320,9,96,2,41,282,13,134
23-Apr,5637,1212,2243,923,45,16,383,89,14,293,1,36,69,1,239,0,149,12,160,28,143,14,16,25,2,22,16,4,2,14,283,3,330,9,98,2,48,282,14,100
24-Apr,5739,1235,2297,976,46,17,399,90,15,296,1,39,70,1,250,0,150,12,161,28,144,14,16,29,2,22,17,4,2,14,287,3,345,10,101,2,50,284,14,137
25-Apr,5863,1244,2311,1015,46,17,405,91,15,297,1,39,72,1,251,0,150,12,160,28,144,14,16,29,2,22,19,4,2,14,299,3,347,9,100,2,52,288,14,123
26-Apr,5945,1263,2332,1034,46,17,409,93,15,308,1,39,75,1,256,0,152,12,164,28,147,14,16,29,2,23,20,4,2,14,305,3,347,9,100,2,55,287,14,103
27-Apr,6001,1293,2365,1046,46,17,415,96,17,313,1,39,75,1,265,0,155,12,168,28,148,15,16,29,2,23,21,4,2,14,308,3,350,9,100,2,57,293,14,79
28-Apr,6103,1306,2389,1082,47,17,422,98,18,317,1,41,77,1,276,0,155,12,168,28,148,14,16,29,2,23,21,4,2,14,322,3,353,9,104,2,62,294,14,76
29-Apr,6207,1322,2433,1128,47,18,430,108,18,321,1,45,78,1,279,0,159,12,168,28,149,14,17,29,2,23,22,4,2,14,329,3,357,9,105,2,67,302,14,60
30-Apr,6274,1339,2453,1203,47,18,461,113,18,327,1,47,79,1,309,0,163,12,169,28,150,15,17,29,2,25,21,4,2,14,337,3,367,9,106,2,76,305,14,77
1-May,6351,1376,2493,1272,48,18,494,114,18,328,1,53,82,1,348,0,169,12,169,28,150,15,17,29,2,25,21,4,2,14,345,3,366,9,111,2,87,312,14,100
2-May,6449,1393,2509,1296,48,18,518,118,19,328,1,53,82,1,363,0,170,12,169,28,150,15,18,29,2,26,21,4,2,14,354,3,369,9,111,2,88,316,14,63
3-May,6545,1414,2537,1372,48,18,532,120,18,336,1,59,84,1,377,0,180,12,169,28,150,14,18,29,2,26,21,4,2,14,357,3,372,9,113,2,92,317,14,52
4-May,6621,1433,2549,1389,48,18,537,125,19,337,1,60,84,1,379,0,180,12,168,28,150,14,17,29,2,26,21,4,2,14,364,3,373,9,113,2,93,318,14,37
5-May,6704,1454,2584,1449,49,18,548,137,19,341,1,62,95,1,387,0,179,12,172,28,151,15,18,29,2,26,21,4,2,14,379,3,379,9,116,2,96,324,14,61
6-May,6809,1496,2627,1547,49,18,550,139,19,342,1,62,98,1,401,0,179,13,173,28,154,15,19,30,2,28,21,4,2,14,389,3,380,9,115,2,97,328,14,53
7-May,6863,1510,2634,1579,49,18,559,140,19,347,1,64,102,1,404,0,180,13,172,28,154,15,19,30,2,28,21,8,2,14,391,3,381,9,115,3,97,329,15,69
8-May,6947,1539,2664,1686,49,18,575,143,19,346,1,65,107,1,408,0,181,14,173,29,155,17,19,30,2,28,22,9,2,15,397,3,381,9,117,3,99,330,15,56
9-May,7007,1562,2681,1781,49,18,577,148,19,351,1,66,112,1,412,0,181,13,174,29,155,18,19,30,2,28,25,9,2,15,401,3,382,9,121,3,99,333,15,40
10-May,7068,1582,2690,1864,49,18,586,149,19,352,1,66,114,1,420,0,183,13,174,29,156,40,20,30,2,28,25,9,2,15,402,3,384,9,121,4,103,338,15,38
11-May,7137,1593,2711,1916,50,18,588,150,19,362,1,66,114,1,422,0,183,13,174,29,156,40,21,32,2,29,30,9,2,15,406,3,385,9,122,4,106,340,15,57
12-May,7212,1604,2720,1946,50,18,595,153,19,377,1,66,116,1,422,0,185,13,176,29,156,40,22,33,2,30,29,9,2,15,411,3,387,9,122,4,105,341,16,73
13-May,7290,1626,2739,2002,50,18,605,163,19,380,1,68,120,1,427,0,185,13,176,29,157,39,22,32,2,30,31,9,2,15,416,3,393,9,123,4,105,343,16,110
14-May,7325,1636,2756,2052,50,18,615,170,21,382,1,68,124,1,433,0,185,14,176,29,157,47,22,32,2,30,35,9,2,15,423,3,393,9,122,4,105,344,16,125
15-May,7426,1654,2773,2217,50,18,627,172,21,386,1,68,125,1,441,0,185,15,176,30,159,51,22,34,2,30,37,9,2,15,425,3,396,9,123,4,106,347,16,112
16-May,7472,1680,2784,2253,50,18,633,176,21,388,1,68,126,1,444,0,186,15,176,30,160,52,24,34,2,31,40,9,2,15,425,3,400,9,124,4,107,353,16,101
17-May,7515,1687,2797,2370,50,18,643,178,21,388,1,68,129,1,456,0,187,15,176,30,160,57,24,35,2,33,40,9,2,15,426,3,403,9,124,4,107,358,16,54
18-May,7565,1704,2818,2444,50,18,652,182,21,391,1,69,130,1,464,0,186,15,176,30,161,61,25,35,2,33,40,9,2,15,426,3,411,10,124,4,106,359,16,52
19-May,7602,1716,2826,2518,50,18,660,186,25,392,1,70,132,1,466,0,188,15,176,30,161,66,24,35,2,33,40,9,2,15,426,3,415,10,124,4,106,360,16,48
20-May,7630,1719,2846,2551,50,18,666,198,25,394,1,71,137,1,472,0,188,15,177,30,161,66,24,35,2,33,42,9,2,15,426,3,421,10,124,4,106,363,16,66
21-May,7669,1728,2863,2594,50,18,674,204,25,399,1,71,139,1,480,0,189,16,177,30,160,66,24,35,2,34,42,9,2,15,426,3,437,10,124,4,106,363,16,59
22-May,7741,1742,2889,2719,50,18,691,217,25,401,1,72,145,1,496,0,189,16,177,30,161,67,24,35,2,34,42,9,2,15,426,3,463,10,124,4,106,368,16,54
23-May,7783,1756,2895,2812,53,18,696,229,25,410,1,72,157,1,499,0,190,16,177,30,161,72,24,35,2,34,43,9,3,15,426,3,477,10,127,4,107,368,16,72
24-May,7826,1762,2904,2958,53,19,704,231,25,412,1,73,157,1,503,0,190,16,177,30,161,75,24,35,2,34,44,9,3,15,426,3,494,10,129,4,108,369,16,62
